source,domain,accuracy,loss
IR,0,0.9989417989417989,0.0052022030125954185
Ball,0,1.0,0.0006453374332825964
OR_centred,0,0.99946949602122,0.00250915283637975
OR_orthogonal,0,0.999468085106383,0.003152451227651909
OR_opposite,0,1.0,0.00035292929096613084
IR,1,1.0,0.0023490903011406774
Ball,1,1.0,0.000758839172340231
OR_centred,1,1.0,0.0014633541082730516
OR_orthogonal,1,1.0,0.0022066704856115392
OR_opposite,1,1.0,0.00035590312763815745
IR,2,0.9989347517730497,0.005419102132630846
Ball,2,1.0,0.00116422059800243
OR_centred,2,0.999468085106383,0.002373046255282437
OR_orthogonal,2,0.998937581127603,0.005396705213449119
OR_opposite,2,1.0,0.0004668838572494375
IR,3,1.0,0.0011239377015347903
Ball,3,1.0,0.0007716261757498918
OR_centred,3,1.0,0.000576092515742251
OR_orthogonal,3,1.0,0.0016636756695030878
OR_opposite,3,1.0,0.0003545271972446548
