source,domain,mode,accuracy,loss
IR,4,lat,0.606687898089172,3.9123078540872567
IR,4,ref,0.678343949044586,2.7767789625918264
IR,4,joint,0.5398089171974523,4.601498828072085
IR,5,lat,0.6472148541114059,3.5503397147812916
IR,5,ref,0.6291777188328912,4.710301791972578
IR,5,joint,0.5814323607427055,5.183764453864877
IR,6,lat,0.6798941798941799,2.813609914007141
IR,6,ref,0.7063492063492064,2.8919148243996307
IR,6,joint,0.6746031746031746,3.9663820207293914
IR,7,lat,0.6811671087533157,2.821564289939359
IR,7,ref,0.673209549071618,3.939619271538991
IR,7,joint,0.6748010610079576,3.899753557361886
Ball,4,lat,0.3156498673740053,16.797953177260112
Ball,4,ref,0.5352785145888594,8.571172232534401
Ball,4,joint,0.33687002652519893,21.617230583739655
Ball,5,lat,0.4564755838641189,5.575719445217285
Ball,5,ref,0.5329087048832272,5.602852935631605
Ball,5,joint,0.5642250530785563,6.683486678264773
Ball,6,lat,0.2849576271186441,28.276586665459106
Ball,6,ref,0.3395127118644068,34.71167363990414
Ball,6,joint,0.5333686440677966,19.90438129985523
Ball,7,lat,0.27282377919320594,23.253689576256008
Ball,7,ref,0.5265392781316348,21.632422029599894
Ball,7,joint,0.5207006369426752,23.947702591070666
OR_centred,4,lat,0.6744556558682953,0.9753397981501436
OR_centred,4,ref,0.6510886882634095,1.7158782212226074
OR_centred,4,joint,0.8374933616569304,0.8681644801986068
OR_centred,5,lat,0.8305894848645778,0.8238561363630312
OR_centred,5,ref,0.7966011683483802,1.1192463300453452
OR_centred,5,joint,0.8879447689856612,0.5609229845037422
OR_centred,6,lat,0.826271186440678,0.7043554494479736
OR_centred,6,ref,0.7966101694915254,1.014010868092397
OR_centred,6,joint,0.7600635593220338,1.5479326867164613
OR_centred,7,lat,0.7793103448275862,1.615322561681165
OR_centred,7,ref,0.6668435013262599,2.749307270476594
OR_centred,7,joint,0.7713527851458886,2.115941782582506
OR_orthogonal,4,lat,0.2624602332979852,7.313946977193231
OR_orthogonal,4,ref,0.2635206786850477,13.102226998151858
OR_orthogonal,4,joint,0.47295864262990456,8.436995552000353
OR_orthogonal,5,lat,0.5029208709506108,5.703529882309933
OR_orthogonal,5,ref,0.4928305894848646,7.371229605526171
OR_orthogonal,5,joint,0.5990440785979819,5.599918168050286
OR_orthogonal,6,lat,0.6366525423728814,2.593122444272552
OR_orthogonal,6,ref,0.5455508474576272,6.814188601759517
OR_orthogonal,6,joint,0.6965042372881356,3.455321794342448
OR_orthogonal,7,lat,0.6549893842887473,2.266975003644509
OR_orthogonal,7,ref,0.6353503184713376,2.9772112636451427
OR_orthogonal,7,joint,0.7112526539278131,2.9495808738134563
OR_opposite,4,lat,0.42948038176033937,5.425870754030981
OR_opposite,4,ref,0.5201484623541888,6.368831338026597
OR_opposite,4,joint,0.6076352067868505,3.4073205727701215
OR_opposite,5,lat,0.6953748006379585,2.3011838348840867
OR_opposite,5,ref,0.5752259436469963,3.4619290720074187
OR_opposite,5,joint,0.7309941520467836,2.9112821822885313
OR_opposite,6,lat,0.7295864262990456,1.9790039983310665
OR_opposite,6,ref,0.6558854718981972,2.8935870580449703
OR_opposite,6,joint,0.662778366914104,3.360990938388272
OR_opposite,7,lat,0.8186638388123012,0.7703363807525775
OR_opposite,7,ref,0.6935312831389183,2.7112789028939135
OR_opposite,7,joint,0.8250265111346765,1.4463072453259793
