source,domain,mode,accuracy,loss
IR,4,real,0.24469214437367304,1.4019097756531278
IR,5,real,0.28222811671087533,1.373735920857575
IR,6,real,0.2804232804232804,1.3739936769008636
IR,7,real,0.2917771883289125,1.4135691402322155
Ball,4,real,0.26790450928381965,1.4840943692094188
Ball,5,real,0.2521231422505308,1.4149030457108707
Ball,6,real,0.2579449152542373,1.3989022141796048
Ball,7,real,0.2664543524416136,1.4577220425767414
OR_centred,4,real,0.22676579925650558,1.459985296604997
OR_centred,5,real,0.25544344131704727,1.4536712129237288
OR_centred,6,real,0.2701271186440678,1.4350972488775091
OR_centred,7,real,0.25888594164456236,1.3763242171982588
OR_orthogonal,4,real,0.24814422057264052,1.4448242955288644
OR_orthogonal,5,real,0.2989909718534254,1.4013322531166723
OR_orthogonal,6,real,0.2780720338983051,1.4085271621154527
OR_orthogonal,7,real,0.32590233545647557,1.3670641810207043
OR_opposite,4,real,0.25344644750795337,1.5125139547606645
OR_opposite,5,real,0.25996810207336524,1.396956331649069
OR_opposite,6,real,0.29056203605514314,1.3947989193059631
OR_opposite,7,real,0.2651113467656416,1.3931499507467626
