source,domain,mode,accuracy,loss
IR,4,lat,0.5780254777070064,3.4570828534018054
IR,4,ref,0.5928874734607219,2.385532498765762
IR,4,joint,0.522823779193206,6.477911177733473
IR,5,lat,0.6440318302387268,2.877000388363747
IR,5,ref,0.6275862068965518,3.2409579153651396
IR,5,joint,0.6159151193633953,3.5420276633638363
IR,6,lat,0.6597883597883598,2.573335614983615
IR,6,ref,0.6444444444444445,2.857294277945224
IR,6,joint,0.6417989417989418,2.8771052484310236
IR,7,lat,0.6541114058355437,2.669877466781179
IR,7,ref,0.6270557029177719,2.958067205397685
IR,7,joint,0.6445623342175066,2.6830157669240537
Ball,4,lat,0.4737400530503979,5.236048694277812
Ball,4,ref,0.5787798408488064,3.628784801285631
Ball,4,joint,0.5915119363395226,4.439712111640848
Ball,5,lat,0.4018046709129512,3.1566985234365625
Ball,5,ref,0.45276008492569003,3.0139272879746
Ball,5,joint,0.7139065817409767,2.662908932350386
Ball,6,lat,0.6954449152542372,1.7987223065505593
Ball,6,ref,0.676906779661017,2.6033894127250603
Ball,6,joint,0.7521186440677966,1.9978487222185122
Ball,7,lat,0.690552016985138,2.153252128590593
Ball,7,ref,0.7176220806794055,2.4606703567886883
Ball,7,joint,0.697452229299363,2.1612907212969485
OR_centred,4,lat,0.7944768985661179,1.0653983009347723
OR_centred,4,ref,0.8704195432819968,0.7364818112705738
OR_centred,4,joint,0.880509824747743,0.5632322075067019
OR_centred,5,lat,0.8592671269251195,0.5739221509301372
OR_centred,5,ref,0.7530536378120021,1.5053980932630189
OR_centred,5,joint,0.862453531598513,0.870984422154695
OR_centred,6,lat,0.7547669491525424,1.0858717783969842
OR_centred,6,ref,0.7897245762711864,0.8581277135388642
OR_centred,6,joint,0.823093220338983,0.8054005963519666
OR_centred,7,lat,0.8068965517241379,1.0178332402562265
OR_centred,7,ref,0.7570291777188329,1.4450325846259209
OR_centred,7,joint,0.8106100795755968,1.3598965198635313
OR_orthogonal,4,lat,0.6866383881230117,2.8876760249389033
OR_orthogonal,4,ref,0.7502651113467657,1.3425789226469589
OR_orthogonal,4,joint,0.6643690349946978,2.535620606837842
OR_orthogonal,5,lat,0.7392458842272969,1.1957600892223497
OR_orthogonal,5,ref,0.7727031332979288,0.9282320437481203
OR_orthogonal,5,joint,0.7360594795539034,1.7552244226777274
OR_orthogonal,6,lat,0.7616525423728814,1.1261937884935493
OR_orthogonal,6,ref,0.7584745762711864,1.273753007508353
OR_orthogonal,6,joint,0.7044491525423728,1.9589519276824074
OR_orthogonal,7,lat,0.7537154989384289,1.1574269482404154
OR_orthogonal,7,ref,0.720276008492569,1.5771332126922493
OR_orthogonal,7,joint,0.7473460721868365,1.3087785736593875
OR_opposite,4,lat,0.7073170731707317,1.6770798960314697
OR_opposite,4,ref,0.7582184517497349,1.76431475791321
OR_opposite,4,joint,0.7868504772004242,2.1136314576142636
OR_opposite,5,lat,0.7395002658160553,1.055570863408305
OR_opposite,5,ref,0.6602870813397129,2.118842539727558
OR_opposite,5,joint,0.8367889420521,0.902899815738407
OR_opposite,6,lat,0.7057264050901378,1.4337203476580587
OR_opposite,6,ref,0.8563096500530223,0.9807621862366
OR_opposite,6,joint,0.9331919406150583,0.2338188068596059
OR_opposite,7,lat,0.7868504772004242,1.0279813043499895
OR_opposite,7,ref,0.8297985153764581,1.04056440409341
OR_opposite,7,joint,0.8913043478260869,0.9529134603478403
