source,domain,mode,accuracy,loss
IR,4,real,0.7340764331210191,1.3808874985542527
IR,5,real,0.46684350132625996,2.502610930722104
IR,6,real,0.5740740740740741,2.087948044668883
IR,7,real,0.5830238726790451,1.728396794561423
Ball,4,real,0.7416445623342175,0.8888240964230845
Ball,5,real,0.5079617834394905,1.5991524985786212
Ball,6,real,0.5026483050847458,1.9457599409555986
Ball,7,real,0.5806794055201698,1.4736974946523116
OR_centred,4,real,0.6192246415294742,1.6331806636037565
OR_centred,5,real,0.5130111524163569,1.9945518785690044
OR_centred,6,real,0.4322033898305085,2.7082845547583774
OR_centred,7,real,0.579840848806366,1.73170521324974
OR_orthogonal,4,real,0.7576882290562036,1.3516527919021781
OR_orthogonal,5,real,0.645246946362188,1.7290196049232351
OR_orthogonal,6,real,0.6986228813559322,1.5893229314962687
OR_orthogonal,7,real,0.673036093418259,1.52157889887438
OR_opposite,4,real,0.8011664899257688,0.6061415904481753
OR_opposite,5,real,0.748006379585327,0.7788298121792758
OR_opposite,6,real,0.5514316012725344,1.2839067250097749
OR_opposite,7,real,0.6622481442205727,0.9204013245019315
