source,domain,mode,accuracy,loss
IR,4,real,0.3609341825902335,5.587493302619235
IR,5,real,0.3469496021220159,4.173783406836249
IR,6,real,0.37142857142857144,4.040562450699508
IR,7,real,0.3395225464190981,4.106116220986439
Ball,4,real,0.34535809018567637,4.663420355926125
Ball,5,real,0.2818471337579618,5.268256124677294
Ball,6,real,0.2886652542372881,5.65013491198168
Ball,7,real,0.28874734607218683,5.373736254239486
OR_centred,4,real,0.23685608072225173,5.45370883178913
OR_centred,5,real,0.3053637812002124,4.5374109454579274
OR_centred,6,real,0.3162076271186441,4.646863029417345
OR_centred,7,real,0.21909814323607427,5.018190991070311
OR_orthogonal,4,real,0.5408271474019088,3.6977657213396693
OR_orthogonal,5,real,0.4423791821561338,3.474483210435611
OR_orthogonal,6,real,0.4528601694915254,3.143503895952856
OR_orthogonal,7,real,0.482484076433121,2.9130245185757087
OR_opposite,4,real,0.4411452810180276,4.3332413963818786
OR_opposite,5,real,0.39925571504518875,4.722928700925289
OR_opposite,6,real,0.4024390243902439,4.9612193550883505
OR_opposite,7,real,0.4019088016967126,4.752986256115623
