source,domain,mode,accuracy,loss
IR,4,lat,0.643312101910828,1.777373487698072
IR,4,ref,0.6470276008492569,1.9250236943332573
IR,4,joint,0.6571125265392781,1.75323093800916
IR,5,lat,0.5761273209549072,2.1399115504365476
IR,5,ref,0.5713527851458886,2.310204033751704
IR,5,joint,0.5936339522546419,2.0816846647047265
IR,6,lat,0.6767195767195767,1.6057612863679727
IR,6,ref,0.6703703703703704,1.828948314084361
IR,6,joint,0.6978835978835979,1.498950133876254
IR,7,lat,0.686472148541114,1.6510739842335047
IR,7,ref,0.6912466843501326,1.8562769616275268
IR,7,joint,0.7082228116710876,1.6415396445407138
Ball,4,lat,0.3920424403183024,2.6293786430762984
Ball,4,ref,0.47957559681697615,2.3906803131103516
Ball,4,joint,0.6424403183023872,1.9140198109513622
Ball,5,lat,0.31687898089171973,2.47712568307327
Ball,5,ref,0.3508492569002123,2.2907625517602694
Ball,5,joint,0.46656050955414013,1.8661235722444824
Ball,6,lat,0.3156779661016949,3.4494311708514975
Ball,6,ref,0.3294491525423729,2.6995846699860135
Ball,6,joint,0.4036016949152542,2.6289158109891213
Ball,7,lat,0.3503184713375796,3.4106403760990855
Ball,7,ref,0.40976645435244163,2.5300057702145335
Ball,7,joint,0.5573248407643312,2.4071349521814764
OR_centred,4,lat,0.5884227296866702,1.208309573010873
OR_centred,4,ref,0.6229421136484333,1.152078910841275
OR_centred,4,joint,0.7323420074349443,0.8275431167271178
OR_centred,5,lat,0.4445034519383962,1.5649157508860452
OR_centred,5,ref,0.4721189591078067,1.5026469326428122
OR_centred,5,joint,0.6325013276686139,0.9953337063918174
OR_centred,6,lat,0.4475635593220339,1.288598970588991
OR_centred,6,ref,0.4984110169491525,1.1264186375221963
OR_centred,6,joint,0.7521186440677966,0.5995414878352213
OR_centred,7,lat,0.41220159151193636,1.829687573899657
OR_centred,7,ref,0.459946949602122,1.8230416297407475
OR_centred,7,joint,0.6594164456233422,1.1831070633952396
OR_orthogonal,4,lat,0.7545068928950159,0.8597361709985692
OR_orthogonal,4,ref,0.7767762460233298,0.8249036714560904
OR_orthogonal,4,joint,0.792152704135737,0.8703438564187894
OR_orthogonal,5,lat,0.7259691980881572,0.9318085400766488
OR_orthogonal,5,ref,0.7328730748805098,0.9240348403484134
OR_orthogonal,5,joint,0.7371216144450345,0.9004803481748549
OR_orthogonal,6,lat,0.7748940677966102,0.73098365305844
OR_orthogonal,6,ref,0.7913135593220338,0.6766516811577445
OR_orthogonal,6,joint,0.8072033898305084,0.6565062332014411
OR_orthogonal,7,lat,0.6995753715498938,0.9669136917692119
OR_orthogonal,7,ref,0.7308917197452229,0.91413095782874
OR_orthogonal,7,joint,0.7855626326963907,0.785632521798045
OR_opposite,4,lat,0.5583244962884412,1.08728116208498
OR_opposite,4,ref,0.6903499469777307,0.8191908584686659
OR_opposite,4,joint,0.7555673382820784,0.708409779492008
OR_opposite,5,lat,0.4784688995215311,1.4115707133028468
OR_opposite,5,ref,0.531632110579479,1.0714574222910707
OR_opposite,5,joint,0.682615629984051,0.708977511081592
OR_opposite,6,lat,0.4575821845174973,1.616516115798978
OR_opposite,6,ref,0.4745493107104984,1.2236604100503659
OR_opposite,6,joint,0.6171792152704135,0.8247931457669238
OR_opposite,7,lat,0.5116648992576882,1.3672057438554968
OR_opposite,7,ref,0.5514316012725344,0.9362831733631507
OR_opposite,7,joint,0.7598091198303287,0.5045230119268141
