source,domain,mode,accuracy,loss
WAL,10,lat,0.9852941176470589,0.0600593120107078
WAL,10,ref,0.9852941176470589,0.04736877359708813
WAL,10,joint,0.9787581699346405,0.07324978383631112
WAL,11,lat,0.9707401032702238,0.08242738215847409
WAL,11,ref,0.9655765920826161,0.0983149366739238
WAL,11,joint,0.9690189328743546,0.08692253300226034
WAL,12,lat,0.9272097053726169,0.2717651339289034
WAL,12,ref,0.9584055459272097,0.15122493202442006
WAL,12,joint,0.9237435008665511,0.27006463780575407
WAL,13,lat,0.9310344827586207,0.20416345229596117
WAL,13,ref,0.9780564263322884,0.07939169432343078
WAL,13,joint,0.9686520376175548,0.11840827804649053
WAL,14,lat,0.9500860585197934,0.16631561079303545
WAL,14,ref,0.9586919104991394,0.144698504574883
WAL,14,joint,0.9586919104991394,0.15183828837431526
RUN,10,lat,0.861198738170347,0.521947649511685
RUN,10,ref,0.8722397476340694,0.43394983249045255
RUN,10,joint,0.8738170347003155,0.46955839701936386
RUN,11,lat,0.9003378378378378,0.7084897935863016
RUN,11,ref,0.8918918918918919,0.5632068576309135
RUN,11,joint,0.8952702702702703,0.6343798510475804
RUN,12,lat,0.8322147651006712,0.90647019530752
RUN,12,ref,0.8758389261744967,0.5885092366983085
RUN,12,joint,0.87751677852349,0.6437656760331025
RUN,13,lat,0.8924418604651163,0.3391577085188725
RUN,13,ref,0.49709302325581395,2.147691908694634
RUN,13,joint,0.6947674418604651,1.0536341862943202
RUN,14,lat,0.8360128617363344,0.7463084896310017
RUN,14,ref,0.7556270096463023,1.0837339997076645
RUN,14,joint,0.8215434083601286,0.7857697211588041
CLD,10,lat,0.9235294117647059,0.24877745066473994
CLD,10,ref,0.8147058823529412,0.4895478864945776
CLD,10,joint,0.861764705882353,0.3797376890260514
CLD,11,lat,0.9516380655226209,0.2445324399108935
CLD,11,ref,0.9297971918876755,0.2247432003242388
CLD,11,joint,0.9469578783151326,0.21297942118823213
CLD,12,lat,0.8704819277108434,0.5482455233960899
CLD,12,ref,0.8885542168674698,0.39455210494454224
CLD,12,joint,0.8870481927710844,0.3990078787529358
CLD,13,lat,0.9106463878326996,0.24743783141347
CLD,13,ref,0.870722433460076,0.39243744383480644
CLD,13,joint,0.9011406844106464,0.2604454971892251
CLD,14,lat,0.782608695652174,0.8139431334207043
CLD,14,ref,0.9254658385093167,0.3014602261806284
CLD,14,joint,0.9363354037267081,0.2355000650207125
CLU,10,lat,0.8757861635220126,0.37079991799481604
CLU,10,ref,0.9245283018867925,0.2282206415082868
CLU,10,joint,0.9245283018867925,0.2284323575262981
CLU,11,lat,0.9660743134087237,0.15378100211737974
CLU,11,ref,0.9579967689822294,0.20187508868442636
CLU,11,joint,0.9660743134087237,0.16702079513675236
CLU,12,lat,0.850328947368421,0.53190462260903
CLU,12,ref,0.9391447368421053,0.22953448329392612
CLU,12,joint,0.9161184210526315,0.3007183446254546
CLU,13,lat,0.982,0.045280064848717494
CLU,13,ref,0.978,0.04372668877275654
CLU,13,joint,0.988,0.02280521198180807
CLU,14,lat,0.6897106109324759,1.1703461609123598
CLU,14,ref,0.6655948553054662,1.3458532848504456
CLU,14,joint,0.7797427652733119,0.6164737116423916
