source,domain,mode,accuracy,loss
WAL,10,lat,0.9379084967320261,0.4087138130147277
WAL,10,ref,0.9297385620915033,0.23218019662659245
WAL,10,joint,0.9215686274509803,0.23555684270365582
WAL,11,lat,0.9672977624784854,0.14590555675907102
WAL,11,ref,0.9724612736660929,0.09591155839105439
WAL,11,joint,0.9655765920826161,0.11626524615506217
WAL,12,lat,0.9376083188908145,0.33410741835580887
WAL,12,ref,0.9722703639514731,0.09583316381173751
WAL,12,joint,0.951473136915078,0.20029551150081396
WAL,13,lat,0.9843260188087775,0.08044052037002984
WAL,13,ref,0.9937304075235109,0.01588144661654951
WAL,13,joint,0.9905956112852664,0.021134915569564327
WAL,14,lat,0.9483648881239243,0.18863986925926174
WAL,14,ref,0.9672977624784854,0.11329400443571865
WAL,14,joint,0.9397590361445783,0.18710416738522817
RUN,10,lat,0.7996845425867508,0.8341003188688774
RUN,10,ref,0.804416403785489,0.7173204608960078
RUN,10,joint,0.861198738170347,0.4714167970523704
RUN,11,lat,0.8665540540540541,0.5345695905255254
RUN,11,ref,0.8800675675675675,0.4362751434343187
RUN,11,joint,0.875,0.5135985796042479
RUN,12,lat,0.785234899328859,1.1393801521480782
RUN,12,ref,0.8657718120805369,0.527324861234152
RUN,12,joint,0.8708053691275168,0.5814851342982269
RUN,13,lat,0.9854651162790697,0.03607876240593297
RUN,13,ref,0.9825581395348837,0.06027230489152399
RUN,13,joint,0.9883720930232558,0.05565364214602265
RUN,14,lat,0.8231511254019293,0.6056135495011217
RUN,14,ref,0.8681672025723473,0.48280402088466173
RUN,14,joint,0.8681672025723473,0.5096412356704091
CLD,10,lat,0.9441176470588235,0.280852847802402
CLD,10,ref,0.9485294117647058,0.1795041925980238
CLD,10,joint,0.9411764705882353,0.20452639727540542
CLD,11,lat,0.9516380655226209,0.14582742898213527
CLD,11,ref,0.9563182527301092,0.1529471079358212
CLD,11,joint,0.9438377535101404,0.26598052371794373
CLD,12,lat,0.9246987951807228,0.4445606844870954
CLD,12,ref,0.9156626506024096,0.31930749545738635
CLD,12,joint,0.911144578313253,0.3766542619271745
CLD,13,lat,0.9847908745247148,0.3240210794928399
CLD,13,ref,0.9866920152091255,0.2844709547405893
CLD,13,joint,0.9961977186311787,0.02446118354088288
CLD,14,lat,0.9177018633540373,0.2903192048976141
CLD,14,ref,0.9099378881987578,0.3394062097635381
CLD,14,joint,0.9254658385093167,0.30616843292903734
CLU,10,lat,0.940251572327044,0.2208001100108959
CLU,10,ref,0.9575471698113207,0.09990234039178177
CLU,10,joint,0.9433962264150944,0.20497890040369385
CLU,11,lat,0.9353796445880452,0.22821798609948019
CLU,11,ref,0.9644588045234249,0.14499073686975186
CLU,11,joint,0.9579967689822294,0.19814735392484203
CLU,12,lat,0.944078947368421,0.30086638860589837
CLU,12,ref,0.9375,0.16245118877544118
CLU,12,joint,0.9342105263157895,0.3137505956807505
CLU,13,lat,0.998,0.02082561117276782
CLU,13,ref,0.996,0.04526894430455286
CLU,13,joint,0.998,0.007166714995946677
CLU,14,lat,0.932475884244373,0.24725733066644842
CLU,14,ref,0.9421221864951769,0.17089931603830058
CLU,14,joint,0.9517684887459807,0.26228995730677224
