source,domain,mode,accuracy,loss
WAL,15,real,0.98,0.024056386202573776
WAL,16,real,0.7592592592592593,1.3900176286697388
WAL,17,real,1.0,0.006395638920366764
WAL,18,real,0.9444444444444444,0.1471244841814041
WAL,19,real,0.9814814814814815,0.027957402169704437
WAL,20,real,0.9803921568627451,0.0827038362622261
WAL,21,real,0.8085106382978723,0.50285804271698
WAL,22,real,0.7222222222222222,1.5421580076217651
WAL,23,real,0.8461538461538461,0.39820241928100586
WAL,24,real,0.7843137254901961,0.41823387145996094
WAL,25,real,1.0,0.05963393673300743
WAL,26,real,0.9523809523809523,0.19056852161884308
WAL,27,real,0.8888888888888888,0.39767929911613464
WAL,28,real,0.9285714285714286,0.3090357780456543
WAL,29,real,0.9523809523809523,0.09276074916124344
WAL,30,real,0.86,1.032243013381958
WAL,31,real,0.8604651162790697,0.40799883008003235
WAL,32,real,0.9230769230769231,0.15018905699253082
WAL,33,real,1.0,0.008036009036004543
WAL,34,real,0.8775510204081632,0.23770694434642792
WAL,35,real,0.9791666666666666,0.07832610607147217
WAL,36,real,0.9534883720930233,0.1695474088191986
WAL,37,real,0.8809523809523809,0.2638038396835327
WAL,38,real,0.851063829787234,1.5536487102508545
WAL,39,real,0.9444444444444444,0.16825057566165924
WAL,40,real,0.9772727272727273,0.048377875238657
WAL,41,real,0.7777777777777778,1.0751135349273682
WAL,42,real,0.9565217391304348,0.19081540405750275
WAL,43,real,0.9047619047619048,0.37308138608932495
WAL,44,real,0.9285714285714286,0.38487765192985535
WAL,45,real,0.9230769230769231,0.22039607167243958
WAL,46,real,0.9166666666666666,0.18359462916851044
WAL,47,real,0.9772727272727273,0.04691024869680405
WAL,48,real,1.0,0.03909137845039368
WAL,49,real,1.0,0.011938158422708511
WAL,50,real,0.8809523809523809,0.6144898533821106
WAL,51,real,0.8695652173913043,0.665286123752594
WAL,52,real,0.9285714285714286,0.1668233722448349
WAL,53,real,0.9375,0.2140021175146103
WAL,54,real,0.9523809523809523,0.10668078809976578
WAL,55,real,1.0,0.006485702004283667
WAL,56,real,0.8809523809523809,0.2097185254096985
WAL,57,real,0.9761904761904762,0.03211398422718048
WAL,58,real,0.9210526315789473,0.1409217119216919
WAL,59,real,1.0,0.008998633362352848
WAL,60,real,0.8723404255319149,0.6995723247528076
WAL,61,real,0.6595744680851063,1.2866477966308594
WAL,62,real,1.0,0.03847671300172806
WAL,63,real,0.9047619047619048,0.3765573799610138
WAL,64,real,1.0,0.011135144159197807
WAL,65,real,0.96,0.7592372894287109
WAL,66,real,0.8095238095238095,0.5219982266426086
WAL,67,real,0.8571428571428571,0.42218440771102905
WAL,68,real,0.9534883720930233,0.09864553064107895
WAL,69,real,0.9285714285714286,0.48270583152770996
WAL,70,real,0.9047619047619048,1.288852334022522
WAL,71,real,0.9545454545454546,0.10563720017671585
WAL,72,real,1.0,0.015742160379886627
WAL,73,real,0.975609756097561,0.057823918759822845
WAL,74,real,0.9142857142857143,0.17107881605625153
WAL,75,real,1.0,0.01351403072476387
