source,domain,mode,accuracy,loss
WAL,15,real,0.8,2.6030609607696533
WAL,16,real,0.7592592592592593,3.54598331451416
WAL,17,real,0.6981132075471698,3.853515148162842
WAL,18,real,0.7407407407407407,3.2815797328948975
WAL,19,real,0.7592592592592593,3.921661138534546
WAL,20,real,0.803921568627451,2.4579739570617676
WAL,21,real,0.851063829787234,1.4091684818267822
WAL,22,real,0.7592592592592593,3.740295648574829
WAL,23,real,0.7884615384615384,3.9098103046417236
WAL,24,real,0.5098039215686274,7.109780788421631
WAL,25,real,0.7592592592592593,4.1512064933776855
WAL,26,real,0.7857142857142857,1.8595716953277588
WAL,27,real,0.7592592592592593,6.011561870574951
WAL,28,real,0.8333333333333334,2.3522822856903076
WAL,29,real,0.8095238095238095,2.183016061782837
WAL,30,real,0.78,3.731765031814575
WAL,31,real,0.8372093023255814,1.8670867681503296
WAL,32,real,0.6153846153846154,6.59126615524292
WAL,33,real,0.8409090909090909,1.8478729724884033
WAL,34,real,0.7755102040816326,1.6448161602020264
WAL,35,real,0.8541666666666666,1.8308027982711792
WAL,36,real,0.8372093023255814,2.0460915565490723
WAL,37,real,0.8571428571428571,2.353191614151001
WAL,38,real,0.6382978723404256,3.1469733715057373
WAL,39,real,0.7592592592592593,6.368946552276611
WAL,40,real,0.8409090909090909,4.022029876708984
WAL,41,real,0.6,5.40593957901001
WAL,42,real,0.6739130434782609,4.22489070892334
WAL,43,real,0.7857142857142857,2.5712709426879883
WAL,44,real,0.7857142857142857,2.829584836959839
WAL,45,real,0.7884615384615384,2.493896484375
WAL,46,real,0.8541666666666666,1.8307414054870605
WAL,47,real,0.8181818181818182,1.889081597328186
WAL,48,real,0.8333333333333334,2.0397350788116455
WAL,49,real,0.7735849056603774,3.5088789463043213
WAL,50,real,0.8333333333333334,2.4597299098968506
WAL,51,real,0.782608695652174,2.543133497238159
WAL,52,real,0.8333333333333334,1.9977511167526245
WAL,53,real,0.8333333333333334,1.976178526878357
WAL,54,real,0.8333333333333334,4.237624168395996
WAL,55,real,0.8367346938775511,2.0379462242126465
WAL,56,real,0.8095238095238095,1.7586292028427124
WAL,57,real,0.8095238095238095,1.5958528518676758
WAL,58,real,0.8421052631578947,3.595567464828491
WAL,59,real,0.813953488372093,2.2229535579681396
WAL,60,real,0.851063829787234,1.5210776329040527
WAL,61,real,0.8085106382978723,2.489853620529175
WAL,62,real,0.851063829787234,1.9915155172348022
WAL,63,real,0.8333333333333334,1.9713186025619507
WAL,64,real,0.8333333333333334,1.6226838827133179
WAL,65,real,0.82,3.143190622329712
WAL,66,real,0.8095238095238095,2.9327547550201416
WAL,67,real,0.8333333333333334,4.706462860107422
WAL,68,real,0.813953488372093,2.1241390705108643
WAL,69,real,0.8333333333333334,2.1058437824249268
WAL,70,real,0.7380952380952381,3.58747935295105
WAL,71,real,0.8409090909090909,1.8839894533157349
WAL,72,real,0.7857142857142857,2.0169224739074707
WAL,73,real,0.7073170731707317,3.0835494995117188
WAL,74,real,0.9142857142857143,0.38747262954711914
WAL,75,real,0.8333333333333334,2.0347659587860107
