source,domain,mode,accuracy,loss
WAL,15,real,0.98,0.14825588464736938
WAL,16,real,0.7222222222222222,0.6306920051574707
WAL,17,real,0.9622641509433962,0.2692948579788208
WAL,18,real,0.9629629629629629,0.2731131911277771
WAL,19,real,0.8518518518518519,0.3136284053325653
WAL,20,real,0.8823529411764706,0.31045496463775635
WAL,21,real,0.8723404255319149,0.4060439169406891
WAL,22,real,0.8888888888888888,0.2930733263492584
WAL,23,real,0.8269230769230769,0.4073294997215271
WAL,24,real,0.9019607843137255,0.4038987159729004
WAL,25,real,0.8333333333333334,0.39788585901260376
WAL,26,real,0.9523809523809523,0.2627485692501068
WAL,27,real,0.8333333333333334,0.36447879672050476
WAL,28,real,0.8809523809523809,0.3555644452571869
WAL,29,real,0.8333333333333334,0.41191500425338745
WAL,30,real,0.84,0.49308857321739197
WAL,31,real,0.9302325581395349,0.35278427600860596
WAL,32,real,0.9038461538461539,0.28804802894592285
WAL,33,real,0.8863636363636364,0.361233651638031
WAL,34,real,0.8163265306122449,0.4665335416793823
WAL,35,real,0.8958333333333334,0.3137211203575134
WAL,36,real,0.9534883720930233,0.24350447952747345
WAL,37,real,0.8571428571428571,0.44077855348587036
WAL,38,real,0.851063829787234,0.5358150005340576
WAL,39,real,0.9629629629629629,0.15500380098819733
WAL,40,real,0.8636363636363636,0.437656968832016
WAL,41,real,0.8444444444444444,0.4376481771469116
WAL,42,real,0.8043478260869565,0.45316603779792786
WAL,43,real,0.8571428571428571,0.47484859824180603
WAL,44,real,0.8333333333333334,0.3470419645309448
WAL,45,real,0.8269230769230769,0.34098878502845764
WAL,46,real,0.8541666666666666,0.32467010617256165
WAL,47,real,0.8181818181818182,0.5649688243865967
WAL,48,real,0.9375,0.3235183656215668
WAL,49,real,0.9433962264150944,0.28734636306762695
WAL,50,real,0.9285714285714286,0.29603976011276245
WAL,51,real,0.8043478260869565,0.4293792247772217
WAL,52,real,0.9523809523809523,0.2427617758512497
WAL,53,real,0.9583333333333334,0.25598788261413574
WAL,54,real,0.7857142857142857,0.3900437653064728
WAL,55,real,0.9387755102040817,0.24152407050132751
WAL,56,real,0.9761904761904762,0.21074573695659637
WAL,57,real,0.9761904761904762,0.20350044965744019
WAL,58,real,0.8421052631578947,0.3491652011871338
WAL,59,real,0.8837209302325582,0.29175588488578796
WAL,60,real,0.7872340425531915,0.4848986566066742
WAL,61,real,0.8085106382978723,0.48733752965927124
WAL,62,real,0.8723404255319149,0.24483893811702728
WAL,63,real,0.9285714285714286,0.3606814742088318
WAL,64,real,0.9285714285714286,0.21840324997901917
WAL,65,real,0.96,0.1904030293226242
WAL,66,real,0.9523809523809523,0.25429633259773254
WAL,67,real,0.9761904761904762,0.1637522429227829
WAL,68,real,1.0,0.21744304895401
WAL,69,real,0.9761904761904762,0.2391892671585083
WAL,70,real,0.8809523809523809,0.5431696176528931
WAL,71,real,0.9772727272727273,0.2754599153995514
WAL,72,real,0.9285714285714286,0.25451233983039856
WAL,73,real,0.975609756097561,0.2742998003959656
WAL,74,real,0.9714285714285714,0.31730255484580994
WAL,75,real,1.0,0.13513892889022827
