source,domain,accuracy,loss
WAL,10,0.43820224719101125,0.9132148861885071
RUN,10,0.6103286384976526,0.916475635766983
CLD,10,0.8389955686853766,0.7886529510671442
CLU,10,0.38338658146964855,0.9705757409334183
WAL,11,0.7078853046594982,0.6999955210420821
RUN,11,0.38652482269503546,1.0982743501663208
CLD,11,0.6392092257001647,0.7174325466156006
CLU,11,0.7021276595744681,0.7730037093162536
WAL,12,0.780327868852459,0.7534780621528625
RUN,12,0.4437596302003082,1.051227493719621
CLD,12,0.6093514328808446,0.8230460557070646
CLU,12,0.5526717557251909,0.8800722794099287
WAL,13,0.6848249027237354,0.7453465342521668
RUN,13,0.20916905444126074,1.1206629474957783
CLD,13,0.39856801909307876,0.8859256676265171
CLU,13,0.41148325358851673,0.8027236461639404
WAL,14,0.7064846416382252,0.6972760736942292
RUN,14,0.37597503900156004,1.070420186627995
CLD,14,0.7405731523378583,0.7594456455924294
CLU,14,0.6682539682539682,0.7176755040884018
